Name,price,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,total_shares,dividend_yield,potencial
Algonquin Power & Utilities,5.2337127500000005,Canada,452611250.0,4018004777.5616255,-14.1795,3284053750.0,468084400.97929186,1.3661471477201766e-05,Empresas de Alto Potencial
AllianceBernstein,33.211645765,United States,454080000.0,3806685839.001625,15.8569,454080000.0,114619006.41531262,1.3661471477201766e-05,Empresas de Baixo Potencial
Easterly Government Properties,12.762830000000001,United States,93848750.0,1326530177.894375,40.7576,367068750.0,103936993.43283387,1.3661471477201766e-05,Empresas de Baixo Potencial
SolarWinds,12.124688500000001,United States,228731250.0,2054007159.961625,-52.23688250000001,967863750.0,169407004.5561686,1.3661471477201766e-05,Empresas de Baixo Potencial
Energy Transfer Partners,15.26301125,United States,1220532500.0,15534204037.670837,15.1604,10562148750.0,468084400.97929186,1.8704004848748188e-06,Empresas de Muito Alto Potencial
Itaúsa,1.885584314,Brazil,1220532500.0,15534204037.670837,7.99294,1869189722.5,468084400.97929186,4.992049118585203e-06,Empresas de Muito Alto Potencial
Kayne Anderson Capital Advisors,10.548383750000001,United States,582766250.0,1784005963.43675,-7.58772,592620000.0,169126001.2641036,1.3661471477201766e-05,Empresas de Baixo Potencial
Golden Entertainment,30.5831695,United States,523407500.0,865947180.4288,18.7151,1037247500.0,28314500.903145436,1.3661471477201766e-05,Empresas de Baixo Potencial
Ladder Capital,11.04842,United States,127610000.0,1412717363.15525,10.4211,344387500.0,127866008.27586658,1.3661471477201766e-05,Empresas de Baixo Potencial
Freehold Royalties,9.774518125,Canada,191102500.0,1472917334.0033748,13.082,298597587.5,150689508.69671386,1.3661471477201766e-05,Empresas de Baixo Potencial
Western Union,11.34844175,United States,992625000.0,3833265442.0736246,6.11055,5332000000.0,337779012.00168073,1.3661471477201766e-05,Empresas de Potencial Mediano
BBVA Argentina,10.29122225,Argentina,686780000.0,2617129979.5967503,6.29282,5130110972.5,254307011.9389123,1.3661471477201766e-05,Empresas de Potencial Mediano
Chord Energy,123.02796649999999,United States,1220532500.0,7612921085.337625,4.95267,5542491250.0,61879597.80134726,1.2615870297799178e-05,Empresas de Alto Potencial
Altria Group,48.27492825,United States,1220532500.0,15534204037.670837,10.3971,10562148750.0,468084400.97929186,1.1653163821830318e-06,Empresas de Muito Alto Potencial
CSN Mineração,1.197439189,Brazil,1220532500.0,6556784937.20825,14.6359,4432018786.25,468084400.97929186,1.3661471477201766e-05,Empresas de Alto Potencial
CNA Financial,46.489084500000004,United States,1220532500.0,12590917682.0225,12.2124,10562148750.0,270835999.8361013,7.5524280597731e-06,Empresas de Muito Alto Potencial
First Advantage,18.801363,United States,37967500.0,2733849816.409625,59.7879,946110000.0,145407001.41844103,1.3661471477201766e-05,Empresas de Baixo Potencial
NorthWest Healthcare Properties REIT,3.9674019015,Canada,-437930000.0,983959030.9058,-6.13968,461257720.0,248010928.89877972,1.3661471477201766e-05,Empresas de Baixo Potencial
Artis REIT,5.561384123500001,Canada,-101884500.0,577805425.95175,-2.65526,301774222.5,103895975.01639825,1.3661471477201766e-05,Empresas de Baixo Potencial
Kennedy Wilson,10.47695,United States,-446750000.0,1439658683.878375,-21.8431,690375000.0,137412002.90908852,1.3661471477201766e-05,Empresas de Baixo Potencial
Vinci Partners,9.562502755,Brazil,53547000.0,505838209.6592,11.3091,131443598.75,52898098.18822897,1.3661471477201766e-05,Empresas de Baixo Potencial
Main Street Capital,47.936808500000005,United States,600086250.0,4174045163.95525,11.3386,675228750.0,87073906.13948047,1.3661471477201766e-05,Empresas de Alto Potencial
Gladstone Commercial,15.324920500000001,United States,14337500.0,658597687.7279999,-52.23688250000001,181438750.0,42975602.23741454,1.3661471477201766e-05,Empresas de Baixo Potencial
MPLX,42.574515000000005,United States,1220532500.0,15534204037.670837,12.8023,10562148750.0,468084400.97929186,2.1408775975225796e-06,Empresas de Muito Alto Potencial
Movado,18.039403,United States,59975000.0,400864412.944,6.10633,829110000.0,22221600.844772965,1.3661471477201766e-05,Empresas de Baixo Potencial
Westshore Terminals Investment,17.11952679,Canada,148641250.0,1057468601.8681,19.4975,353811342.5,61769733.173103675,1.3661471477201766e-05,Empresas de Baixo Potencial
Granite Ridge Resources,5.6861265,United States,107060000.0,743426877.3984001,10.0,493562500.0,130743991.95979899,1.3661471477201766e-05,Empresas de Baixo Potencial
Alexander's,141.8878194545,United States,146037500.0,1194608812.384,12.3159,291421250.0,5107290.170209301,1.3661471477201766e-05,Empresas de Baixo Potencial
Armada Hoffler Properties,10.400754000000001,United States,99423750.0,944432169.2256,23.9291,919077500.0,90804202.1978022,1.3661471477201766e-05,Empresas de Baixo Potencial
Suburban Propane Partners,16.9631345,United States,217513750.0,1086860231.6543999,12.7286,1681407500.0,64071898.483997755,1.3661471477201766e-05,Empresas de Baixo Potencial
BMV (Bolsa Mexicana de Valores),1.5300918760000002,Mexico,157055000.0,861803348.5942,11.1351,259890418.75,468084400.97929186,1.3661471477201766e-05,Empresas de Baixo Potencial
Ford,10.03406075,United States,1220532500.0,15534204037.670837,7.0,10562148750.0,468084400.97929186,2.267485969365293e-06,Empresas de Muito Alto Potencial
Gibson Energy,15.392068225,Canada,219555000.0,2505189073.99325,14.1773,10562148750.0,162758443.9837844,1.3661471477201766e-05,Empresas de Potencial Mediano
Stelco,46.85749215999999,Canada,263602500.0,2551313812.080125,12.61,2633665762.5,54448364.48712165,1.3661471477201766e-05,Empresas de Baixo Potencial
XP Inc.,17.334590000000002,Brazil,1220532500.0,9289831924.94075,14.148,1776920658.75,468084400.97929186,9.685051433325458e-06,Empresas de Alto Potencial
Corebridge Financial,27.40674875,United States,1220532500.0,15534204037.670837,8.97515,10562148750.0,468084400.97929186,5.54479992954301e-06,Empresas de Muito Alto Potencial
Hess Midstream,33.46433075,United States,1106500000.0,7718513867.878375,17.335,1800125000.0,230648983.4068585,1.1528287896237039e-05,Empresas de Alto Potencial
National Beverage,44.34607200000001,United States,281150000.0,4151315592.3712497,27.7262,1496158750.0,93611799.31271589,1.3661471477201766e-05,Empresas de Alto Potencial
Enterprise Products,27.8401135,United States,1220532500.0,15534204037.670837,11.7794,10562148750.0,468084400.97929186,1.4392294442513386e-06,Empresas de Muito Alto Potencial
Pizza Pizza,9.2689671895,Canada,36493000.0,305028857.75090003,14.7887,37896075.0,32908613.388602827,1.3661471477201766e-05,Empresas de Baixo Potencial
Itaú Unibanco,6.395701750000001,Brazil,1220532500.0,15534204037.670837,10.8289,10562148750.0,468084400.97929186,1.4983499974802466e-06,Empresas de Muito Alto Potencial
Whitecap Resources,7.000878955499999,Canada,961930000.0,4194928701.7115,6.60513,3702030005.0,468084400.97929186,1.3661471477201766e-05,Empresas de Alto Potencial
Banco Macro,62.385475,Argentina,0.0,4902631072.128,0.734598,0.0,78586098.32061069,1.3661471477201766e-05,Empresas de Alto Potencial
SmartCentres REIT,18.713451865,Canada,309392500.0,3187899122.121625,14.6987,797064366.25,170353345.0225713,1.3661471477201766e-05,Empresas de Baixo Potencial
TIM S.A.,16.401189000000002,Brazil,864463750.0,7939519817.26725,21.7872,6046848220.0,468084400.97929186,1.0833133108748161e-05,Empresas de Alto Potencial
EPR Properties,45.9366635,United States,418473750.0,3478388362.969625,25.0258,810933750.0,75721397.63632648,1.3661471477201766e-05,Empresas de Baixo Potencial
Geopark,7.543404000000001,Chile,329127500.0,418468828.2192,2.51577,936835000.0,55474800.0,1.3661471477201766e-05,Empresas de Baixo Potencial
Healthcare Realty,17.201247,United States,-714296250.0,6307490738.022375,-39.0465,1644785000.0,366687992.9125124,1.351702341567474e-05,Empresas de Alto Potencial
Western Midstream,36.4502615,United States,1220532500.0,13869542642.27875,14.0515,4284473750.0,380505984.6354943,6.102688616565188e-06,Empresas de Muito Alto Potencial
Tourmaline Oil,43.262183900000004,Canada,1220532500.0,15246991778.196249,20.6967,5438562276.25,352432318.56809354,5.5238929242712385e-06,Empresas de Muito Alto Potencial
Clipper Realty,5.53487744,United States,46608750.0,234649467.99600002,-12.0213,178876250.0,42394699.88986784,1.3661471477201766e-05,Empresas de Baixo Potencial
Plains All American Pipeline,16.50119625,United States,1220532500.0,11568676047.257626,10.7963,10562148750.0,468084400.97929186,7.240424458065446e-06,Empresas de Muito Alto Potencial
Artisan Partners,41.107742,United States,510351250.0,2873579138.432,14.3867,1291110000.0,69903599.6292864,1.3661471477201766e-05,Empresas de Baixo Potencial
OdontoPrev,1.923053697,Brazil,180231250.0,1052733583.36605,12.9656,542882336.25,468084400.97929186,1.3661471477201766e-05,Empresas de Baixo Potencial
Kinetik,42.436409749999996,United States,561776250.0,2534977037.2736254,27.2182,1725025000.0,59735897.83413818,1.3661471477201766e-05,Empresas de Baixo Potencial
Apple Hospitality REIT,14.2581765,United States,350418750.0,3432556408.01275,21.6286,1737881250.0,240743015.63125905,1.3661471477201766e-05,Empresas de Baixo Potencial
Crown Crafts,4.581284500000001,United States,6670000.0,47236251.0466,10.234,108401250.0,10310700.207900207,1.3661471477201766e-05,Empresas de Baixo Potencial
Omega Healthcare,38.44564425,United States,724466250.0,10198707566.02875,39.1553,1221743750.0,265276021.90015972,8.144634941458997e-06,Empresas de Alto Potencial
Banco de Chile,24.246519649999996,Chile,1220532500.0,12246553700.30075,8.62605,4186622292.5,468084400.97929186,6.76730180817847e-06,Empresas de Muito Alto Potencial
The RMR Group,23.81125,United States,80736250.0,398238394.0,6.72703,1134788750.0,16724800.0,1.3661471477201766e-05,Empresas de Baixo Potencial
Rithm Capital,10.724587000000001,United States,1134423750.0,5573911248.793625,7.8069,3048858750.0,468084400.97929186,1.3661471477201766e-05,Empresas de Alto Potencial
NRC Health,21.1920125,United States,49516250.0,505880879.41919994,18.8151,182850000.0,23871299.595505614,1.3661471477201766e-05,Empresas de Baixo Potencial
Corby Spirit and Wine,8.8827677635,Canada,38546250.0,252145253.49135,15.1418,212202827.5,28385888.295699332,1.3661471477201766e-05,Empresas de Baixo Potencial
Telus,15.991635500000001,Canada,956472500.0,15534204037.670837,27.3648,10562148750.0,468084400.97929186,3.4695016553372777e-06,Empresas de Muito Alto Potencial
One Liberty Properties,26.078081,United States,65081250.0,556514066.2495999,20.6961,112228750.0,21340299.78086194,1.3661471477201766e-05,Empresas de Baixo Potencial
Postal Realty Trust,13.86290975,United States,5320000.0,402641303.66400003,70.237755,85555000.0,29044501.54586053,1.3661471477201766e-05,Empresas de Baixo Potencial
Sinclair Broadcast,14.47724,United States,-592500000.0,960742928.8128,11.5568,4025000000.0,66362298.94736842,1.3661471477201766e-05,Empresas de Baixo Potencial
Outfront Media,17.3631635,United States,301375000.0,2881972645.9647503,-7.27778,2302250000.0,165982002.41360107,1.3661471477201766e-05,Empresas de Baixo Potencial
Kearny Financial,6.4290375,United States,-100970000.0,415185298.75200003,12.4815,175751250.0,64579697.77777778,1.3661471477201766e-05,Empresas de Baixo Potencial
Sabra Health Care REIT,17.52508,United States,67652500.0,4105495097.29275,-34.1481,834890000.0,234263986.08695367,1.3661471477201766e-05,Empresas de Alto Potencial
Modiv,16.0487825,United States,21135375.0,151157548.604,70.237755,60123668.75,9418630.267062314,1.3661471477201766e-05,Empresas de Baixo Potencial
Whirlpool,101.19781250000001,United States,902500000.0,5555193122.304,-3.64578,10562148750.0,54894399.247058816,1.3661471477201766e-05,Empresas de Potencial Mediano
Gerdau,3.3383372500000004,Brazil,1220532500.0,6724279200.614375,3.41709,10562148750.0,468084400.97929186,1.2018983386742155e-05,Empresas de Potencial Mediano
Peakstone Realty Trust,13.1342855,United States,-119768750.0,477768822.3952,-0.19849,299937500.0,36375699.49238578,1.3661471477201766e-05,Empresas de Baixo Potencial
Kimberly-Clark de México,1.516262302,Mexico,1038668750.0,4694340134.987,14.9106,3899826190.0,468084400.97929186,1.3661471477201766e-05,Empresas de Alto Potencial
Dine Brands Global,30.002175,United States,224807500.0,459003271.5152,6.56432,1026735000.0,15298999.873015871,1.3661471477201766e-05,Empresas de Baixo Potencial
Sunoco,50.494898709999994,United States,1220532500.0,6867205341.056,9.43694,10562148750.0,135998002.10503286,1.1655323530443897e-05,Empresas de Potencial Mediano
Banco do Brasil,4.6603092765,Brazil,1220532500.0,15534204037.670837,2.17045,10562148750.0,468084400.97929186,3.0086833640057305e-06,Empresas de Muito Alto Potencial
Capstone Infrastructure,10.146735585,Canada,1048081.25,3090780615.826125,0.0,168744523.75,304608372.8046733,1.3661471477201766e-05,Empresas de Baixo Potencial
Universal Health Realty Income Trust,43.3840975,United States,52390000.0,600826368.1824,36.1508,123022500.0,13849000.043907793,1.3661471477201766e-05,Empresas de Baixo Potencial
BG Staffing,6.7719195,United States,11237500.0,74193828.1864,-10.3795,367441250.0,10956100.140646977,1.3661471477201766e-05,Empresas de Baixo Potencial
Headwater Exploration,4.423825466,Canada,226470000.0,1051340250.9282,11.016,541770982.5,237654098.02182284,1.3661471477201766e-05,Empresas de Baixo Potencial
Plains GP,17.620324999999998,United States,1220532500.0,4099438917.2992496,15.6387,10562148750.0,232653990.05405688,1.3661471477201766e-05,Empresas de Potencial Mediano
Flushing Financial Corp,13.381922500000002,United States,38827500.0,388997769.8176,12.5714,241720000.0,29068900.21352313,1.3661471477201766e-05,Empresas de Baixo Potencial
Deluxe,18.191795,United States,220061250.0,804279258.4000001,27.552,2727311250.0,44211099.4764398,1.3661471477201766e-05,Empresas de Baixo Potencial
Andrew Peller,2.7877163805,Canada,-2716500.0,126183337.15255,-22.8017,359932238.75,45264051.26260297,1.3661471477201766e-05,Empresas de Baixo Potencial
Grupo Aeroportuario del Sureste,141.8878194545,Mexico,1220532500.0,8172972657.5616255,15.0362,1973480812.5,30075000.588812653,9.52973333734816e-06,Empresas de Alto Potencial
LTC Properties,34.740613749999994,United States,119655000.0,1510914379.0656252,18.9741,251225000.0,43491297.820425674,1.3661471477201766e-05,Empresas de Baixo Potencial
Manhattan Bridge Capital,5.2860975,United States,7100950.0,60466086.3306,11.913,9316836.25,11438700.54054054,1.3661471477201766e-05,Empresas de Baixo Potencial
Ethan Allen,30.041034959999998,United States,107113750.0,763745241.8016,8.87231,807776250.0,25423399.786942627,1.3661471477201766e-05,Empresas de Baixo Potencial
Global Partners LP,42.326878,United States,164855000.0,1430758503.4240003,6.97348,10562148750.0,33802599.459946,1.3661471477201766e-05,Empresas de Potencial Mediano
First Interstate BancSystem,28.94971775,United States,424000000.0,3026635079.897625,11.2066,1265875000.0,104547999.60519908,1.3661471477201766e-05,Empresas de Baixo Potencial
Banco Santander Brasil,5.009886999999999,Brazil,1220532500.0,15534204037.670837,59.0413,10562148750.0,468084400.97929186,2.053368620179743e-06,Empresas de Muito Alto Potencial
CBL Properties,24.001739999999998,United States,237838750.0,755257982.7103999,-24.0476,659802500.0,31466801.26984127,1.3661471477201766e-05,Empresas de Baixo Potencial
Ambev,2.28111775,Brazil,1220532500.0,15534204037.670837,13.2622,10562148750.0,468084400.97929186,2.1342467135407714e-06,Empresas de Muito Alto Potencial
Kronos Worldwide,11.885718794999999,United States,35875000.0,1367285528.633625,-52.23688250000001,2220375000.0,115035998.429376,1.3661471477201766e-05,Empresas de Baixo Potencial
Braemar Hotels &amp; Resorts,3.0907002500000003,United States,-50782500.0,237638378.0096,-5.65517,930001250.0,76888199.69183359,1.3661471477201766e-05,Empresas de Baixo Potencial
Taiga Building Products,2.6542971845000003,Canada,70119750.0,286518014.8597,6.59982,1520361305.0,107944964.31403647,1.3661471477201766e-05,Empresas de Baixo Potencial
Highwoods Properties,31.3641785,United States,370617500.0,3392381000.26875,25.4806,1037458750.0,108161002.85453835,1.3661471477201766e-05,Empresas de Baixo Potencial
Northwest Bank,12.5437665,United States,164021250.0,1597712107.63525,11.8739,627873750.0,127371001.97418775,1.3661471477201766e-05,Empresas de Baixo Potencial
